"TIMESTAMP","power","tclw","tciw","sp","rh","tcc","10u","10v","2t","ssrd","strd","tsr","tp","cs_ghi"
"20120402 07:00",0.0850641025641026,0.000997543,0.001720667,94518.3125,54.09742737,0.879394531,1.739650726,-1.394080162,293.2600098,441744.5,1168284.5,597852,0.000297844,256.931060791016
"20120403 00:00",0.514551282051282,0.006484985,0.003723145,94624.625,73.05194092,0.205688477,0.025250435,-0.78290081,290.2851562,963317,1307528.5,1465949.5,0.000917315,577.892700195312
"20120403 01:00",0.734615384615385,0.090919495,0.004615784,94711.4375,63.74136353,0.410125732,0.304481506,-0.324355125,292.1264648,1510520.5,1342517.5,2019495.5,0,707.738098144531
"20120403 02:00",0.67525641025641,0.018543243,0.000551224,94638.3125,61.38720703,0.029388428,0.283238411,-0.777376175,293.6296387,2234954.5,1320109.5,2633326.5,0,776.990783691406
"20120403 03:00",0.618910256410256,0.003379822,1.62e-05,94553,56.48693848,0.020172119,0.474200249,-1.141389847,295.2561035,2570976.5,1270633,2888377,0,781.101318359375
"20120403 04:00",0.514166666666667,0.009621274,0.000975609,94501,53.47450256,0.630584717,0.832373619,-1.779151917,296.4643555,2273101.5,1274662.5,2592092.5,0,720.723815917969
"20120403 05:00",0.436474358974359,0.019654948,0.000321388,94455.25,52.38008118,0.120308459,1.060285568,-2.266139984,296.8830566,1696142,1286294.5,2009707.5,0,600.826721191406
"20120403 06:00",0.248397435897436,0.011550903,0.000240326,94454.5,52.41990662,0.077105761,1.375250816,-2.521197319,296.7573242,1085236,1265669.5,1350775.5,0,430.826782226562
"20120403 07:00",0.0720512820512821,0.004472733,0.002069915,94458.5,57.11088562,0.541369915,0.853564262,-1.814124107,295.5336914,446553,1226875.5,608263.5,0,229.481399536133
"20120404 00:00",0.708782051282051,0.015972137,0.000160664,94768.5625,68.80641174,0.306854248,-1.731227875,-0.165064812,294.003418,2069590.5,1310652,2419113.5,0,563.591674804688
"20120404 01:00",0.754102564102564,0.012851715,6.1e-05,94739.5625,68.20748901,0.505828857,-2.060939789,-0.942290306,294.9448242,2473407,1336091,2835562.5,0,695.760986328125
"20120404 02:00",0.745897435897436,0.053970337,7.74e-05,94668.75,63.23384094,0.658721924,-1.492095947,-2.201024055,296.2089844,2562797,1337504,2953642,0,768.740112304688
"20120404 03:00",0.68275641025641,0.106140137,2.22e-05,94615.5625,59.04519653,0.638214111,-0.417736054,-2.744015694,296.8547363,2069068,1348727,2527150.5,0.000171244,776.704406738281
"20120404 04:00",0.521025641025641,0.068321228,0,94575.9375,57.8502655,0.495758057,-0.11923027,-2.499527931,296.7788086,1600427,1387129,2068110.5,0.000191182,718.850708007812
"20120404 05:00",0.338461538461538,0.077926636,0,94571.0625,57.43788147,0.50881958,-0.331121445,-2.033520699,296.875,1280732.5,1387116,1693805.5,0.000228167,600.044189453125
"20120404 06:00",0.209935897435897,0.087532043,0,94606.25,60.91053772,0.534576416,-1.089712143,-1.715860367,296.3208008,836943.5,1351219,1156425.5,0.000302613,431.083251953125
"20120404 07:00",0.0485897435897436,0.043708801,0,94649.375,68.15542603,0.343765259,-2.120662689,-1.250066757,295.2612305,377286,1293514,551175,0.000314504,230.332122802734
"20120405 00:00",0.0658333333333333,0.001777649,0,95082.625,80.23246765,0.426773071,-1.356940269,0.396690369,292.5996094,1866005,1353316.5,2250159.5,0.000354201,574.535949707031
"20120405 01:00",0.114807692307692,0.06086731,0,95052.8125,70.63244629,0.890716553,-1.270461082,-0.842893601,294.7202148,2134782.5,1382253,2550059,0,703.752624511719
"20120405 02:00",0.143910256410256,0.169647217,0,94967.5,64.94113159,0.975891113,-0.369400978,-1.674007416,296.1906738,1729938,1408649,2269987.5,0.000341699,771.783203125
"20120405 03:00",0.291666666666667,0.095085144,0,94903.125,63.52468872,0.672851563,-0.486637116,-1.19473362,296.0197754,1340009,1447124.5,1940459.5,0.000348255,774.812255859375
"20120405 04:00",0.530576923076923,0.032864466,0,94851,61.86503601,0.414886475,-0.842734337,-0.715948105,296.4638672,1489904.5,1438904,1981650.5,0.000360429,713.649169921875
"20120405 05:00",0.43474358974359,0.035816915,0,94812.4375,59.62223816,0.242370606,-0.986803055,-0.642158508,296.8039551,1328101,1369419,1713978.5,0.000369102,593.134704589844
"20120405 06:00",0.194487179487179,0.037246704,0,94827.5,58.77349854,0.360107422,-1.225887299,-1.052643776,296.7077637,881839.5,1333681.5,1170578,0.000370115,422.424774169922
"20120405 07:00",0.0571794871794872,0.028202057,0,94863.1875,62.03182983,0.298995972,-1.168458939,-1.2263937,295.8510742,367327.5,1305523.5,535389.5,0.000369608,220.736282348633
"20120406 00:00",0.665961538461538,0.001787186,0,94983,76.79664612,0.041412354,-1.092358589,-0.636347771,292.0478516,2129713.5,1238419.5,2449036,0.000390023,564.011840820312
"20120406 01:00",0.765705128205128,0.00188446,0,94917.0625,72.10778809,0.033630371,-0.530202866,-1.497364998,294.0063477,2563500,1263347,2874438,0,693.937194824219
"20120406 02:00",0.685769230769231,0.011533737,0,94830.9375,67.74797058,0.117889404,0.347594261,-2.276397705,295.4501953,2538802.5,1311141,2893130,0,764.084411621094
"20120406 03:00",0.592051282051282,0.111858368,0.000327587,94739.6875,63.4178772,0.452758789,1.775917053,-2.699770927,296.3278809,2034609.5,1356162.5,2462075,8.41e-05,769.196533203125
"20120406 04:00",0.57025641025641,0.103549957,0.005903244,94672.875,61.13749695,1,2.369630814,-2.508481979,296.5,1358953,1356293,1820700,0.000151753,709.585632324219
"20120406 05:00",0.401153846153846,0.074653625,0.004585266,94610,60.53059387,0.98739624,2.191403389,-2.405546188,296.2231445,1086437,1377636.5,1469108,0.000160366,590.254943847656
"20120406 06:00",0.211410256410256,0.047246117,0.002923727,94591.0625,59.35743713,0.941725075,2.275777817,-2.539503098,296.4702148,832775.5,1341115,1101482.5,0.000194341,421.093048095703
"20120406 07:00",0.0738461538461539,0.031680245,0.001905747,94574.8125,63.44313049,0.888637424,1.371965408,-1.80443573,295.2971191,320771.5,1285035.5,476506.5,0.000195354,220.623474121094
"20120407 00:00",0.78025641025641,0,0,94791.6875,47.13150024,0,0.373238564,-0.86402911,289.9277344,2393074,1017532.9375,2481685.5,0.000195742,600.807983398438
"20120407 01:00",0.829423076923077,0,0,94757.5,46.74232483,0,2.197602272,-1.310305595,291.6594238,2755630.5,1044241.5,2850315.5,0,733.489013671875
"20120407 02:00",0.813589743589744,0,0,94714,41.56718445,0,2.084272385,-1.605901718,292.8220215,2887597.5,1059362.5625,2991814.5,0,800.351684570312
"20120407 03:00",0.758076923076923,0,0,94672.4375,38.19422913,0,2.004965782,-1.804682732,293.5935059,2777660.5,1066546.5,2895571,0,799.762634277344
"20120407 04:00",0.641538461538462,0,0,94645.6875,36.87911987,0,1.831564903,-2.119558334,293.9663086,2432642.5,1066623.5,2568854,0,735.537780761719
"20120407 05:00",0.4725,0,0,94662,37.34101868,0,2.420876503,-2.739507675,293.6791992,1883909.5,1059337,2036197.5,0,613.029846191406
"20120407 06:00",0.248782051282051,0,0,94694.5625,39.19078064,0,2.35439682,-2.389270782,292.7910156,1191187,1040308,1341398,0,439.158081054688
"20120407 07:00",0.0562179487179487,0,0,94754.0625,43.73782349,0,1.291649818,-1.978932381,291.229248,468879,1006770,575871,0,231.552932739258
"20120408 00:00",0.269102564102564,0.16683197,0.009800587,94855.4375,68.76185608,1,1.445681572,-4.045055389,289.1730957,817817.90625,1345139.5,1360923.5,0.000224203,569.182189941406
"20120408 01:00",0.362820512820513,0.19821167,0.00607872,94713.125,71.75868225,1.000006676,1.11882782,-3.455931664,289.5163574,793154,1374490.5,1443224,0,700.364501953125
"20120408 02:00",0.396923076923077,0.162055969,0.000314713,94610.8125,67.82633972,0.967467785,2.355145454,-3.560808182,290.7766113,957061.59375,1387276,1582551.5,0.000433296,770.789611816406
"20120408 03:00",0.565576923076923,0.088874817,0.002015962,94519,64.24198914,0.924598217,3.289752007,-3.921551704,291.0976562,1419188,1347777.5,1902405.5,0.000473917,775.251708984375
"20120408 04:00",0.454294871794872,0.053741455,0.01170937,94443.875,59.55247498,0.988287032,4.14501667,-3.971236229,291.564209,1614880,1302897.5,1982516.5,0.000476241,715.099548339844
"20120408 05:00",0.442948717948718,0.018474579,0.010255359,94390.25,60.24594116,0.955702364,4.65713501,-3.120922089,290.9887695,1249184.5,1230201.5,1560434.5,0.000476718,595.052734375
"20120408 06:00",0.219935897435897,0.003376007,0.01853076,94381,60.80671692,0.904334366,4.508517265,-2.304724693,290.0922852,810709.5,1130201,1034316.5,0.000476539,423.605102539062
"20120408 07:00",0.0603205128205128,0.000610352,0.027667999,94414.1875,62.09049988,0.929729521,3.980539322,-1.616467476,288.810791,310023.5,1109333.5,433843,0.00047648,219.396926879883
"20120409 00:00",0.57,0.007610321,0,94623.0625,54.9901886,0.114257813,5.758280754,0.552235603,286.6062012,2232696,1015667.8125,2398004.5,0.000477314,580.389282226562
"20120409 01:00",0.799679487179487,0.009483337,2.19e-05,94625.375,52.34687805,0.244110107,7.043959618,-0.505292893,287.7556152,2427892,1062689.5,2626327,0,711.416564941406
"20120409 02:00",0.772179487179487,0.013652802,0.000259399,94573.875,48.69470215,0.556243897,7.143340111,-0.614609718,288.239502,2356682,1093936.1875,2594054,0,781.6259765625
"20120409 03:00",0.764358974358974,0.049499512,0.002342224,94512.25,45.24769592,0.72341919,7.914916039,-0.408782005,288.3361816,2040809,1154973.5,2335878,0,785.525390625
"20120409 04:00",0.662564102564102,0.076019287,0.007591248,94504.8125,50.99357605,0.749145508,8.027666092,-0.341292381,287.5234375,1337756.5,1192831,1710740.5,0,722.574157714844
"20120409 05:00",0.220064102564103,0.07170105,0.004356384,94526.875,53.51318359,0.60949707,7.073544502,-0.167383194,286.6105957,992287.5,1148676,1325390,0,597.669982910156
"20120409 06:00",0.191602564102564,0.03313446,0.001998901,94584.375,53.18553162,0.374481201,6.458950043,0.208794594,286.2922363,843680,1102435,1058164,0,421.588256835938
"20120409 07:00",0.0801923076923077,0.04512554,0.003036499,94626.5,56.93934631,0.503601074,5.67355442,0.419929326,285.2539062,343102.5,1099925.5,461687.5,0,212.691558837891
"20120410 00:00",0.831153846153846,0,0,95524.5,49.12219238,0,-0.732067108,4.812169075,283.5080566,2323207.5,925486.1875,2433954,0,586.509399414062
"20120410 01:00",0.903974358974359,0,0,95592.6875,43.38504028,0,-0.752819061,3.91368866,284.940918,2686148.5,942627.5,2794533,0,717.367614746094
"20120410 02:00",0.846346153846154,0.000114441,0,95574.6875,38.83863831,0.009338379,-0.84168911,3.617388725,286.0483398,2821044.5,953073.8125,2930775.5,0,785.745849609375
"20120410 03:00",0.703269230769231,0.000473022,4.48e-05,95531.9375,35.2484436,0.02406311,-0.936989784,3.622735023,286.8955078,2709088,959914,2829861,0,787.379821777344
"20120410 04:00",0.650064102564103,0.001878738,0.000747681,95532.6875,33.21376038,0.046844482,-0.860754967,3.901262283,287.3791504,2359736,959719.5,2499285.5,0,723.860107421875
"20120410 05:00",0.49275641025641,0.00336647,0.00164032,95522.0625,32.77874756,0.150268555,-0.714103699,4.382455826,287.322998,1795197.5,963335,1952061.5,0,600.291748046875
"20120410 06:00",0.258653846153846,0.002254486,0.000473976,95573.125,34.42402649,0.168640137,-1.03845787,4.365320206,286.7666016,1081331,962137,1239802,0,425.418029785156
"20120410 07:00",0.0541666666666667,0.004787445,0.000314713,95620.1875,37.62753296,0.067581177,-0.998459816,3.217129707,285.5102539,393314,943721,502993,0,217.832321166992
"20120411 00:00",0.799551282051282,3.81e-05,0,96060.375,58.22743225,0,-1.775485039,3.318906784,285.1105957,2256375.5,996698.156,2433961,0,569.593627929688
"20120411 01:00",0.841474358974359,0.00567627,0,96091.1875,51.37347412,0.212768555,-2.410977364,3.370331764,287.244873,2538813.5,1049949.5,2733515.5,0,700.079284667969
"20120411 02:00",0.82275641025641,0.032531738,0.002348423,96055.4375,44.6600647,0.710784912,-2.112257004,3.046634674,288.6665039,2266441.5,1138113.344,2555941.5,0,769.870971679688
"20120411 03:00",0.785641025641026,0.066986084,0.013800621,95976.1875,39.17588806,0.91986084,-1.664786339,2.779514313,289.2385254,1666327.5,1196799.5,2060672.5,0,773.730834960938
"20120411 04:00",0.596538461538462,0.065750122,0.01102066,95948.5625,37.18374634,1,-1.669524193,2.383769989,289.4919434,1125899.5,1239411,1543473.5,0,712.377685546875
"20120411 05:00",0.495576923076923,0.019416809,0.004563808,95913.125,38.03773499,0.737854004,-2.253471375,1.920158386,289.2172852,890576.5,1246239,1227574,0,590.728942871094
"20120411 06:00",0.253782051282051,0.005645752,0.000795841,95934.8125,43.01251221,0.461380005,-3.319741249,0.933274269,288.6489258,705975.5,1180153.5,925314,0,417.989471435547
"20120411 07:00",0.0670512820512821,0.001117706,5.5e-05,95963.75,50.56411743,0.069641113,-3.062158585,-0.13707161,287.2197266,292838.5,1062507.5,413412,0,212.397048950195
"20120412 00:00",0.758974358974359,0,0,96186,65.1812439,0,0.679748535,-0.664698601,286.4421387,2229932,1031675.0625,2404283,0,568.121032714844
"20120412 01:00",0.80025641025641,0,0,96170,57.4460907,0,0.547827721,-0.621043205,288.104248,2590982.5,1043872.5,2763154,0,697.483459472656
"20120412 02:00",0.794807692307692,0,0,96100.4375,49.63470459,0,0.814538002,-1.16369915,289.701416,2723490,1052865.4375,2899668,0,766.001892089844
"20120412 03:00",0.729871794871795,0,0,96027.4375,44.77619934,0,1.074016571,-1.448407173,290.8234863,2613581,1060898.5,2797932.5,0,768.618103027344
"20120412 04:00",0.6275,0,0,95977.25,42.70983887,0,0.942347527,-1.604529381,291.4887695,2273376,1064939.5,2467311,0,705.416625976562
"20120412 05:00",0.453653846153846,0,0,95920.6875,42.18959045,0,0.765604973,-1.767673492,291.6708984,1734902,1062970,1933192.5,0,581.691955566406
"20120412 06:00",0.232371794871795,0,0,95929.8125,42.96252441,0,0.592238426,-2.033860207,291.364502,1057059,1053724,1240857,0,407.989929199219
"20120412 07:00",0.0486538461538462,0,0,95928.1875,49.93011475,0,0.354785919,-1.593889236,289.6831055,383141.5,1030834.5,499454,0,203.511093139648
"20120413 00:00",0.739230769230769,0,0,96033.5,59.36004639,0,1.187177658,-1.106188774,289.1542969,2209623,1053761.5,2390960,0,552.356811523438
"20120413 01:00",0.791538461538462,0,0,96041.625,53.31106567,0,1.749564171,-1.546858788,290.1809082,2567447,1063649,2748647,0,682.697570800781
"20120413 02:00",0.791025641025641,0,0,95932.1875,46.48814392,0,1.727087021,-1.718141556,291.4812012,2699104.5,1078397.5,2881130.5,0,753.750244140625
"20120413 03:00",0.72775641025641,0,0,95846.625,42.84014893,0,1.648786545,-1.857003212,292.395752,2592985.5,1083609,2777364,0,759.151977539062
"20120413 04:00",0.617179487179487,0,0,95779.625,41.32943726,0,1.486222267,-1.931025505,292.8942871,2258269,1082049,2445007.5,0,698.044799804688
"20120413 05:00",0.430064102564103,0,0,95716.125,40.75317383,0,1.392532349,-2.046140671,292.923584,1724762.5,1073637.5,1910625.5,0,575.53564453125
"20120413 06:00",0.21275641025641,0,0,95707.6875,42.1499176,0,1.145228386,-1.990895271,292.4382324,1048748,1057709,1219406.5,0,402.836578369141
"20120413 07:00",0.0626282051282051,0,0,95697.1875,50.74017334,0.003631592,0.434664726,-1.404204369,290.4445801,376287.5,1025711,484194.5,0,198.997146606445
"20120414 00:00",0.246153846153846,0,0.029804338,95636.5625,62.42105103,1.000003815,1.012820244,-1.122920036,289.4736328,1883077.5,1150442,2151816,0,545.588806152344
"20120414 01:00",0.161089743589744,0.001572132,0.030773066,95655.3125,68.05941772,1,1.521598816,-1.506651878,289.904541,2057850.5,1182668.5,2362751.5,0,670.940002441406
"20120414 02:00",0.309615384615385,0.008695602,0.040289603,95570.75,56.55413818,0.996354044,3.149144173,-1.750684738,291.4584961,2084378.5,1192561.5,2412395,0,734.427734375
"20120414 03:00",0.220897435897436,0.002283096,0.095867157,95486.8125,48.42735291,1,3.460091591,-1.696843147,292.2575684,1744644.5,1215152,2159280.5,0,733.101806640625
"20120414 04:00",0.17698717948718,0,0.104651511,95425.4375,47.30458069,0.99999702,3.154791832,-1.589980125,292.1074219,1171141,1215764,1632053,0,668.645263671875
"20120414 05:00",0.129935897435897,0,0.212496281,95384.6875,48.9657135,0.999999821,2.545469284,-1.588011742,291.4987793,690561,1218927,1092930.5,0,546.255798339844
"20120414 06:00",0.117884615384615,0,0.29029119,95387.25,54.32792664,0.999999642,1.426460266,-1.146157265,290.4643555,344349.5,1231611.5,619086,0,375.117553710938
"20120414 07:00",0.0471794871794872,0.000448227,0.149421334,95360.0625,60.17196655,0.999999046,1.151029587,-1.109898567,288.7983398,115439,1229404,239106.5,0,176.495178222656
"20120415 00:00",0.700128205128205,0.000365257,9.56e-05,95494.4375,60.92797852,0.189819157,0.783885002,-0.457541466,290.8259277,2093723.5,1133625,2342087.5,0,532.294738769531
"20120415 01:00",0.767115384615385,0.007015228,0.001131834,95512.125,60.31056213,0.514430106,0.810070038,-0.554913521,291.6081543,2402274,1151691,2660950,0,659.443969726562
"20120415 02:00",0.772884615384615,0.052509308,0.000944138,95416.4375,49.88381958,0.967632651,1.119805336,-0.293463707,293.0148926,2113041.5,1219591,2473368,0,726.217224121094
"20120415 03:00",0.683782051282051,0.062549591,0.004491806,95349.125,45.57220459,1.000004768,0.911886215,-0.897265434,293.3598633,1501784.5,1290338.5,1984299,0,728.19287109375
"20120415 04:00",0.371730769230769,0.055579174,0.00985527,95274.375,44.9055481,1.000005722,0.851066589,-1.642179489,293.3554688,1300780.5,1283569,1722864,0,665.954650878906
"20120415 05:00",0.333910256410256,0.048843235,0.004436493,95236.0625,44.41122437,0.999037564,1.19316864,-2.055203438,293.375,1171417,1259723.5,1479572.5,0,544.639221191406
"20120415 06:00",0.141602564102564,0.047902245,0.001620293,95247.1875,44.76148987,0.957443655,1.674365997,-1.981746674,293.1525879,725575.5,1240445,968827.5,0,374.450103759766
"20120415 07:00",0.0716666666666667,0.039115231,0.001828194,95256.3125,51.38293457,0.915396333,1.455928802,-1.337843895,291.3115234,232782.5,1229489,360830,0,176.298889160156
"20120416 00:00",0.705384615384615,0.00070858,0,95470.625,54.53514099,0.011016846,-0.400752068,1.637728691,291.2524414,2127713,1117980,2342364.5,0,528.790222167969
"20120416 01:00",0.760192307692308,4.2e-05,7.72e-05,95447,52.40190125,0.198547363,-0.568342209,1.079208374,292.3540039,2465499,1138412,2689349,0,654.4169921875
"20120416 02:00",0.748525641025641,0.008708954,0.000257492,95379.9375,44.96279907,0.132873535,-1.114621162,0.932307243,293.5092773,2553405.5,1160418,2788299.5,0,719.418029785156
"20120416 03:00",0.696346153846154,0.044269562,0.001688957,95303.0625,39.83122253,0.435150147,-1.449907303,0.99644661,294.21875,2057427,1203572.5,2365694.5,0,719.746276855469
"20120416 04:00",0.601153846153846,0.019031525,0.001127243,95243.625,37.58959961,0.446014404,-1.607719421,0.77490139,294.1657715,1541081,1258284,1872660,0,656.439392089844
"20120416 05:00",0.44025641025641,0.012952805,0.001085281,95201.0625,34.61660767,0.204193115,-2.095198631,0.931816101,294.3552246,1317258,1245591,1571673.5,0,534.711120605469
"20120416 06:00",0.23275641025641,0.00235939,0.00030899,95216.0625,34.70718384,0.413803101,-3.01023674,0.561458588,293.684082,852104.5,1166565.5,1049433,0,364.534515380859
"20120416 07:00",0.056474358974359,0.000289917,2.81e-05,95279,41.31311035,0.010604858,-3.405596733,0.294002533,291.4909668,307474,1104659.5,419476.5,0,167.695297241211
"20120417 00:00",0.746858974358974,0.01789856,0,95464.8125,54.72605896,0.207122803,-4.976016045,4.114403725,289.7067871,2087628,1109513,2301091,0,518.708862304688
"20120417 01:00",0.805,0.010543823,5.53e-05,95425.875,45.37521362,0.26272583,-4.996729851,4.432300568,291.4538574,2307627,1124087,2548937.5,0,644.951538085938
"20120417 02:00",0.803461538461539,0.031318665,0.000125885,95331.3125,43.05700684,0.399414063,-5.264147758,4.069375038,291.9797363,1998171,1163707.5,2344928,0,710.186218261719
"20120417 03:00",0.584423076923077,0.143249512,0.000255585,95276.9375,45.56306458,0.974243164,-5.420259476,4.196219444,291.7404785,1408054,1244354,1860233,0,710.673889160156
"20120417 04:00",0.339230769230769,0.19883728,0.006340027,95276,51.62467957,0.926391602,-5.438159943,3.909805298,290.9343262,935320,1310378,1413416.5,0,646.486328125
"20120417 05:00",0.214551282051282,0.080587745,0.003209135,95279.0625,55.04615784,0.785667658,-4.861112595,4.087810516,290.1835938,778558.5,1297852,1161009.5,0,522.878051757812
"20120417 06:00",0.151089743589744,0.073509574,0.006002676,95305.375,63.44664001,0.622368693,-4.387939453,3.592490196,289.5983887,571541.5,1259243.5,815851,0,351.406341552734
"20120417 07:00",0.0632051282051282,0.096146584,0.007987976,95310.4375,71.49559021,0.566593945,-3.405507088,3.455745697,288.4580078,199312.5,1198647.5,315303,8.3e-05,155.810958862305
"20120418 00:00",0.321346153846154,0.226718783,0.010326386,95255.125,86.24890137,0.950609386,-7.653319359,0.52026844,289.3537598,1387213.5,1285480,1775529,0.006125417,502.775939941406
"20120418 01:00",0.343910256410256,0.164827049,0.00541687,95206.25,68.16093445,0.473541617,-6.848865509,0.565254211,291.5585938,1814151.5,1230359,2218180,9.99e-05,627.462280273438
"20120418 02:00",0.341025641025641,0.180928052,0.016487122,95123.25,66.36610413,0.868357778,-7.18296051,0.818001747,291.871582,1914686.5,1265497,2341098,0.00028801,693.677307128906
"20120418 03:00",0.306025641025641,0.134105504,0.037563104,95051.5,62.46429443,1.000002861,-6.711462975,1.434257507,292.2382812,1429238,1294631.5,1910806,0.000409603,696.190856933594
"20120418 04:00",0.15025641025641,0.139433563,0.127327144,95039.8125,68.35995483,0.999996781,-5.772373199,2.395035744,291.1235352,933226,1299019.5,1427706,0.000476837,634.166625976562
"20120418 05:00",0.167884615384615,0.137864113,0.173568726,94964.9375,76.74057007,1.000005722,-6.897435188,2.421728134,290.6352539,602230.5,1307715.5,1014448,0.000607491,512.848449707031
"20120418 06:00",0.0653205128205128,0.162195623,0.093136549,94981.625,85.66851807,1,-6.062113762,2.083003044,289.6320801,256296.5,1313160.5,529017,0.000797749,344.475952148438
"20120418 07:00",0.013974358974359,0.117982686,0.093369722,94961.3125,88.52310181,1,-5.866411209,1.428929329,289.2429199,100787,1308319,212340,0.000983715,151.718017578125
"20120419 00:00",0.1375,0.92150718,0.044984177,94944.5,93.24502563,0.990952253,-4.364471436,-0.418875694,287.8984375,989965,1297019,1437697.5,0.015748777,491.186004638672
"20120419 01:00",0.16775641025641,0.088508904,0.053508759,94889.875,90.48771667,0.628426552,-2.486996651,-2.322477341,290.5356445,1723438.5,1275984.5,2138497,0.001533747,617.941833496094
"20120419 02:00",0.576410256410256,0.07664603,0.063362122,94805.1875,88.58279419,0.788650751,-2.02412796,-2.510075569,290.887207,1915545.5,1261080,2358443.5,0.003145337,685.875549316406
"20120419 03:00",0.495641025641026,0.078782976,0.07144165,94735.75,88.51992798,0.545864224,-1.67999649,-2.096707344,291.237793,1831860.5,1258960,2263549.5,0.005101919,689.888305664062
"20120419 04:00",0.481987179487179,0.076072693,0.078987777,94699.4375,85.20783997,0.465526462,-1.450381279,-1.384788513,291.3022461,1405029,1272145.5,1821583,0.007618893,629.797790527344
"20120419 05:00",0.221346153846154,0.078176737,0.088794291,94675.8125,83.462677,0.562397778,-1.412472725,-1.139357567,291.1362305,1070735.5,1268288.5,1429132,0.01051718,510.866302490234
"20120419 06:00",0.0724358974358974,0.058727074,0.095870733,94676.4375,82.97325134,0.56127727,-1.071268082,-1.139620781,290.7978516,652212,1245474.5,914016.5,0.013209306,344.58984375
"20120419 07:00",0.0287820512820513,0.089864373,0.098056078,94726.0625,86.00260925,0.719631255,-0.471110344,-0.624072075,289.833252,209603.5,1224507.5,332281.5,0.015600197,152.458084106445
"20120420 00:00",0.213974358974359,0.055625916,2.86e-05,94756.3125,72.37634277,0.766738892,2.67905426,-1.0008564,290.5698242,1625147.5,1297433,1990070.5,0.018096015,501.95458984375
"20120420 01:00",0.280192307692308,0.191459656,0.005941391,94656.0625,78.25572205,0.350976706,2.218738556,-1.466413498,291.2365723,1770670,1275090,2173150,0.000243902,626.43212890625
"20120420 02:00",0.36775641025641,0.172904968,0.014575958,94613.8125,76.79597473,0.629306018,2.64682579,-1.721269608,291.3027344,1662492,1274379,2103024,0.000423908,693.555358886719
"20120420 03:00",0.304166666666667,0.185400963,0.010895416,94576.6875,79.05947876,0.635911822,2.87688446,-1.737915039,291.168457,1439619.5,1319703.5,1877919,0.000578523,697.057312011719
"20120420 04:00",0.21775641025641,0.14183265,0.00718689,94554.5,77.92112732,0.763516009,2.398098946,-1.497345924,291.0571289,1088327.5,1306355.5,1504978.5,0.00065136,636.231323242188
"20120420 05:00",0.211538461538462,0.125279188,0.004253387,94542.5,74.83787537,0.80428648,1.655613899,-1.37349987,291.1074219,727930,1295226,1083715,0.000661373,516.385498046875
"20120420 06:00",0.104102564102564,0.096383572,0.002853394,94554.8125,74.08692932,0.77800256,1.62768364,-1.247477531,290.9245605,405157.5,1299598.5,661273.5,0.000676155,349.305725097656
