"TIMESTAMP","power","tclw","tciw","sp","rh","tcc","10u","10v","2t","ssrd","strd","tsr","tp","cs_ghi"
"20120408 04:00",0.797813765182186,0.039466858,0.012087025,93887.125,54.25657654,0.991537154,3.419919014,-4.145064354,291.5786133,1596000,1306369.5,1964404.5,0.00050205,715.099548339844
"20120408 05:00",0.740607287449393,0.01014328,0.010259174,93829,52.96957397,0.930326998,3.973052979,-3.397533417,291.0541992,1253984.5,1229209.5,1566706.5,0.00050205,595.052734375
"20120408 06:00",0.598603238866397,0.001945496,0.020741377,93816.5,53.92976379,0.940482438,3.955050468,-2.406775475,290.1054688,803669.5,1127673,1031692.5,0.000503242,423.605102539062
"20120408 07:00",0.177388663967611,0.000152588,0.029945374,93846.6875,56.30436707,0.956325591,3.274240494,-1.583264351,288.7324219,304775.5,1107765.5,428979,0.000503302,219.396926879883
"20120409 00:00",0.492914979757085,0.00353241,0,94036.8125,53.62593079,0.0284729,4.851786613,0.247548103,286.5270996,2242040,1005379.8125,2411108.5,0.000501871,580.389282226562
"20120409 01:00",0.699838056680162,0.002670288,1.53e-05,94033.125,48.49336243,0.113098145,6.389906883,-0.559980393,287.9328613,2494964,1030313.5,2689079,0,711.416564941406
"20120409 02:00",0.829777327935223,0.006046295,0.000263214,93982.375,45.35778809,0.318695068,6.527861595,-0.819809914,288.3476562,2457098,1058112.1875,2685462,0,781.6259765625
"20120409 03:00",0.85002024291498,0.037704468,0.002689362,93926.75,43.35804749,0.66142273,7.090941429,-0.678069115,288.432373,2144233,1115557.5,2432806,0,785.525390625
"20120409 04:00",0.836133603238866,0.076358795,0.01068306,93913.5625,44.29240417,0.784332275,7.458574295,-0.466780663,287.8125,1519004.5,1148543,1873492.5,0,722.574157714844
"20120409 05:00",0.499230769230769,0.072242737,0.010667801,93941.375,47.23193359,0.727584839,6.860409737,-0.203027725,286.7932129,1083551.5,1125252,1408846,0,597.669982910156
"20120409 06:00",0.324655870445344,0.02897644,0.004062653,94000.625,47.39842224,0.412841797,5.881313324,-0.131049156,286.145752,812768,1087475,1039668,0,421.588256835938
"20120409 07:00",0.170789473684211,0.064488888,0.007720947,94046.25,53.09754944,0.645690918,4.920624733,-0.012687862,285.0629883,347774.5,1106405.5,468151.5,0,212.691558837891
"20120410 00:00",0.511417004048583,0,0,94950,45.72766113,0,-0.547496796,5.313145638,283.3173828,2334615.5,912354.1875,2454562,9.47e-05,586.509399414062
"20120410 01:00",0.733198380566802,0,0,95023.4375,40.76785278,0.001220703,-0.637584686,4.362174988,284.7182617,2694404.5,927651.5,2811205,0,717.367614746094
"20120410 02:00",0.853502024291498,0,0,95008.4375,36.27906799,0,-0.715224266,4.050982475,285.8308105,2834276.5,937549.8125,2951735.5,0,785.745849609375
"20120410 03:00",0.900506072874494,0,0,94972.9375,33.75039673,0,-0.79074955,4.012871742,286.6223145,2732000,942202,2859909,0,787.379821777344
"20120410 04:00",0.902246963562753,0.000102997,1.24e-05,94978.9375,32.661026,0.004211426,-0.794592857,4.27504158,286.9677734,2385016,943703.5,2529653.5,0,723.860107421875
"20120410 05:00",0.803967611336032,0.000982285,3.91e-05,94974.3125,33.55706787,0.011795044,-0.596427918,4.567026138,286.7741699,1837693.5,939895,1995581.5,0,600.291748046875
"20120410 06:00",0.703441295546559,0.002416611,0.000142097,95027.625,34.88496399,0.035903931,-0.725225449,4.368982315,286.1843262,1125171,936921,1284602,0,425.418029785156
"20120410 07:00",0.439757085020243,0.004631042,0.000271797,95077.1875,37.14901733,0.071472168,-0.510178566,3.266201973,284.9150391,406306,936873,517457,0,217.832321166992
"20120411 00:00",0.522125506072875,0.000183105,0,95496.875,56.20594788,0.002105713,-1.481783867,3.391904831,285.0571289,2260791.5,986378.15625,2445769,0,569.593627929688
"20120411 01:00",0.703522267206478,0.007110596,0,95534.4375,50.32952881,0.216094971,-2.179532051,3.31393528,286.9621582,2586045.5,1031205.5,2781355.5,0,700.079284667969
"20120411 02:00",0.816578947368421,0.037513733,0.002584457,95499.6875,43.45401001,0.612609863,-1.915235519,2.925052643,288.4177246,2430345.5,1096849.34375,2695109.5,0,769.870971679688
"20120411 03:00",0.861842105263158,0.05405426,0.014660358,95418.4375,37.88389587,0.766021729,-1.45824337,2.687717438,289.1245117,1879767.5,1151511.5,2236320.5,0,773.730834960938
"20120411 04:00",0.844777327935223,0.046981812,0.00738287,95390.5625,35.74917603,0.87966919,-1.522917747,2.421855927,289.3806152,1339531.5,1200243,1719665.5,0,712.377685546875
"20120411 05:00",0.744595141700405,0.019886017,0.003840446,95358.375,36.21937561,0.462677002,-1.97808075,1.853019714,289.0944824,1051408.5,1209471,1363062,0,590.728942871094
"20120411 06:00",0.585910931174089,0.012729645,0.001433372,95378.0625,39.75177002,0.491363525,-2.577431679,1.098313332,288.6464844,765495.5,1154265.5,979970,0,417.989471435547
"20120411 07:00",0.399433198380567,0.002666473,0.000118256,95405.25,46.03579712,0.099075317,-2.15029335,-0.028429031,287.1870117,311910.5,1046603.5,431844,0,212.397048950195
"20120412 00:00",0.506133603238866,0,0,95613,58.67636108,0,0.365661621,-0.996729851,286.5769043,2231916,1014175.0625,2416771,0,568.121032714844
"20120412 01:00",0.66665991902834,0,0,95598,50.87870789,0,0.254126549,-1.02131176,288.3708496,2591270.5,1026288.5,2777746,0,697.483459472656
"20120412 02:00",0.768906882591093,0,0,95529.1875,44.9052124,0,0.420006752,-1.470828056,289.8723145,2719618,1039005.4375,2912364,0,766.001892089844
"20120412 03:00",0.813562753036437,0,0,95457.9375,41.5818634,0,0.51517868,-1.674725533,290.9562988,2609197,1049298.5,2810220.5,0,768.618103027344
"20120412 04:00",0.804008097165992,0,0,95407.5,40.42956543,0,0.240321159,-1.864295006,291.6157227,2269376,1055019.5,2477999,0,705.416625976562
"20120412 05:00",0.7317004048583,0,0,95353.4375,40.86048889,0,-0.001362801,-2.124118805,291.7460938,1731574,1054394,1941096.5,0,581.691955566406
"20120412 06:00",0.602591093117409,0,0,95364.5625,43.1998291,0,-0.153122902,-2.455124855,291.3066406,1054691,1047708,1244985,0,407.989929199219
"20120412 07:00",0.375425101214575,0,0,95367.4375,49.65081787,0,-0.054393768,-1.773210526,289.4958496,381925.5,1028946.5,500190,0,203.511093139648
"20120413 00:00",0.493684210526316,0,0,95468.5,55.98016357,0,0.852522433,-1.334765434,289.3066406,2208539,1045023.781,2400396,0,552.356811523438
"20120413 01:00",0.661518218623482,0,0,95473.375,51.98196411,0,1.074637413,-1.816695213,290.269043,2566879,1054185,2759703,0,682.697570800781
"20120413 02:00",0.770344129554656,0,0,95363.4375,44.83970642,0,1.015295029,-2.00097847,291.6191406,2698516.5,1068975.219,2892814.5,0,753.750244140625
"20120413 03:00",0.821376518218623,0,0,95280.875,40.29229736,0,0.906965256,-2.173958778,292.5688477,2592033.5,1075113,2788644,0,759.151977539062
"20120413 04:00",0.804089068825911,0,0,95215.625,38.48666382,0,0.731339455,-2.254206657,293.046875,2257029,1075313,2454751.5,0,698.044799804688
"20120413 05:00",0.706113360323887,0,0,95154.375,38.32055664,0,0.630325317,-2.374387741,293.0439453,1723706.5,1069229.5,1917633.5,0,575.53564453125
"20120413 06:00",0.507388663967611,0,0,95149.6875,40.4780426,0,0.427088738,-2.305104256,292.4777832,1047964,1054861,1223102.5,0,402.836578369141
"20120413 07:00",0.379048582995951,0,0,95142.1875,49.38079834,0.002441406,-0.029934883,-1.588652611,290.364502,375535.5,1025039,484818.5,0,198.997146606445
"20120414 00:00",0.250506072874494,0,0.023742784,95076.0625,57.74136353,1.000003815,1.244875908,-1.431147575,289.5314941,1801589.5,1149448,2097456,0,545.588806152344
"20120414 01:00",0.202732793522267,0.001386642,0.035625361,95087.3125,62.91000366,1,1.477775574,-1.773375511,289.814209,1955546.5,1193104.5,2298111.5,0,670.940002441406
"20120414 02:00",0.260546558704453,0.003674507,0.031119071,95006.5,51.59710693,0.997563303,2.941868782,-2.032178879,291.3508301,2133098.5,1188211.5,2462563,0,734.427734375
"20120414 03:00",0.244068825910931,0.000452042,0.090305328,94918.8125,44.37168884,1,3.173226357,-1.83844471,292.2758789,1814884.5,1202948,2222736.5,0,733.101806640625
"20120414 04:00",0.217813765182186,0,0.102110922,94861.6875,43.78993225,0.99999702,2.923346519,-1.738173485,292.0402832,1191557,1212052,1652373,0,668.645263671875
"20120414 05:00",0.150303643724696,0,0.188982487,94822.1875,45.40419006,0.999999821,2.315366745,-1.682372093,291.4106445,716545,1214695,1115554.5,0,546.255798339844
"20120414 06:00",0.110242914979757,0,0.282448173,94831,51.58769226,0.999999642,1.24823761,-1.316933632,290.333252,355805.5,1223483.5,630222,0,375.117553710938
"20120414 07:00",0.0553441295546559,0.004735947,0.163245797,94804.3125,57.61434937,0.999999046,0.979642868,-1.176182747,288.5839844,114735,1227884,238722.5,0,176.495178222656
"20120415 00:00",0.48085020242915,0.002533913,0.000193876,94939.6875,56.35961914,0.233794987,0.817698479,-0.772910118,290.8701172,2097283.5,1118881,2351015.5,0,532.294738769531
"20120415 01:00",0.632085020242915,0.014955521,0.001200499,94952.125,54.62550354,0.410075247,0.51392746,-0.713604927,291.729248,2394754,1138779,2668582,0,659.443969726562
"20120415 02:00",0.734109311740891,0.054416656,0.000910759,94852.1875,44.70071411,0.883770347,0.62932682,-0.632819176,293.1035156,2122473.5,1211823,2488824,0,726.217224121094
"20120415 03:00",0.683562753036437,0.057308197,0.004548073,94782.625,40.98675537,1.000004768,0.549459457,-1.435595512,293.4736328,1492920.5,1277554.5,1969467,0,728.19287109375
"20120415 04:00",0.512672064777328,0.047602642,0.00916481,94713.375,42.60671997,1.000005722,0.516105652,-2.312955856,293.1965332,1209164.5,1279697,1645072,0,665.954650878906
"20120415 05:00",0.59746963562753,0.053325504,0.003194809,94679.0625,44.45809937,0.992735684,0.84954071,-2.597439766,293.0441895,1035801,1274491.5,1369396.5,0,544.639221191406
"20120415 06:00",0.253279352226721,0.055306572,0.001559258,94692.9375,44.49098206,0.884842336,1.297779083,-2.30462265,292.6762695,624743.5,1261821,882459.5,0,374.450103759766
"20120415 07:00",0.142793522267206,0.044272702,0.001511574,94706.3125,49.25793457,0.854681611,1.072628021,-1.4685812,290.9099121,204622.5,1253121,335294,0,176.298889160156
"20120416 00:00",0.458663967611336,0.001226425,6.2e-06,94923.625,47.53416443,0.020233154,-0.738764763,1.5766325,291.5412598,2126953,1111538,2350664.5,0,528.790222167969
"20120416 01:00",0.627570850202429,0.001356125,6.68e-05,94898.25,47.99760437,0.086120605,-0.778181076,0.564682007,292.4655762,2455019,1130412,2692109,0,654.4169921875
"20120416 02:00",0.718238866396761,0.032423019,0.001527786,94830.9375,41.74502563,0.270019531,-1.297726631,0.48943615,293.5021973,2514149.5,1160220,2768463.5,0,719.418029785156
"20120416 03:00",0.754089068825911,0.048334122,0.004261017,94755.8125,37.2618866,0.548583984,-1.540483475,0.525743485,294.1669922,2008259,1203316.5,2330934.5,0,719.746276855469
"20120416 04:00",0.780890688259109,0.009464264,0.00091362,94698.875,35.47143555,0.453094482,-1.68547821,0.316405296,294.0544434,1518537,1250220,1855172,0,656.439392089844
"20120416 05:00",0.716174089068826,0.014938354,0.002548218,94659.0625,33.14785767,0.354492188,-2.155623436,0.520072937,294.217041,1255050,1260391,1523129.5,0,534.711120605469
"20120416 06:00",0.573684210526316,0.001602173,0.000631332,94676.5625,33.67105103,0.586471558,-2.907941818,0.118343353,293.3896484,764328.5,1201221.5,975193,0,364.534515380859
"20120416 07:00",0.333603238866397,0.000591278,0.000228882,94745.25,40.56506348,0.104095459,-3.022418022,0.045711517,291.171875,278610,1122515.5,392564.5,0,167.695297241211
"20120417 00:00",0.497246963562753,0.004302979,0,94924.3125,51.13230896,0.085205078,-4.168520927,4.031151772,289.6113281,2097308,1097749,2304211,0,518.708862304688
"20120417 01:00",0.669797570850202,0.006629944,9.92e-05,94889.625,43.54122925,0.235153198,-4.605494499,4.334156036,291.2509766,2358635,1105167,2591785.5,0,644.951538085938
"20120417 02:00",0.769109311740891,0.033622742,0.00018692,94792.3125,39.91442871,0.614959717,-4.916247368,4.043618202,291.9033203,2119435,1121583.5,2443408,0,710.186218261719
"20120417 03:00",0.742165991902834,0.112030029,0.000404358,94742.9375,41.58454895,0.886993408,-5.001436234,4.046561241,291.7053223,1442486,1225082,1888617,0,710.673889160156
"20120417 04:00",0.430526315789474,0.198867798,0.001354218,94744.75,49.15788269,1,-4.928760529,4.072158813,290.6376953,921624,1314410,1407208.5,0,646.486328125
"20120417 05:00",0.353036437246964,0.118399024,0.002850554,94740.0625,51.34498596,0.926155329,-4.319852829,3.893108368,290.1162109,733310.5,1309804,1131761.5,0,522.878051757812
"20120417 06:00",0.233441295546559,0.080055594,0.004375707,94775.125,62.20054626,0.685204387,-3.902709961,3.68392086,289.2922363,543253.5,1262219.5,796395,0,351.406341552734
"20120417 07:00",0.161194331983806,0.078644753,0.006828308,94777.4375,68.51707458,0.532368481,-2.731190681,3.315486908,288.1923828,204816.5,1195223.5,319719,0,155.810958862305
"20120418 00:00",0.250951417004049,0.258716464,0.016429901,94739.375,90.03308105,0.821993053,-7.020750999,0.566411018,288.9621582,1322653.5,1283348,1722697,0.006168332,502.775939941406
"20120418 01:00",0.381882591093117,0.129457176,0.004051208,94690,71.08964539,0.496872306,-6.046863556,0.832710266,291.0002441,1741895.5,1233295,2167012,0,627.462280273438
"20120418 02:00",0.394493927125506,0.16457063,0.012901306,94605.5,65.56141663,0.841456533,-6.709571838,0.744027138,291.5703125,1858990.5,1257445,2300234,0.000281096,693.677307128906
"20120418 03:00",0.419008097165992,0.125148594,0.030612726,94538.25,62.56097412,1.000002861,-6.41263485,1.129081726,291.8354492,1399350,1288335.5,1887862,0.000391006,696.190856933594
"20120418 04:00",0.123481781376518,0.185454071,0.093521297,94535.0625,67.72128296,0.999996781,-5.718418121,2.054337502,290.6550293,973418,1291811.5,1461306,0.000461102,634.166625976562
"20120418 05:00",0.13417004048583,0.143494606,0.146652222,94455.9375,74.03451538,1.000005722,-6.356175423,2.094091415,290.3806152,630262.5,1296819.5,1035056,0.000583649,512.848449707031
"20120418 06:00",0.122732793522267,0.146357,0.092098951,94468.375,82.41070557,1,-5.29575634,1.962885857,289.4980469,251944.5,1300440.5,524153,0.000751495,344.475952148438
"20120418 07:00",0.0181578947368421,0.154329121,0.088181734,94454.8125,88.31607056,1,-5.333452225,1.352269173,288.8554688,100467,1291759,211380,0.000972748,151.718017578125
"20120419 00:00",0.115323886639676,0.901182473,0.074647248,94425.5,94.47061157,0.9936378,-4.242156982,-0.450613976,287.6137695,921357,1289193,1387745.5,0.015823163,491.186004638672
"20120419 01:00",0.309534412955466,0.132042229,0.053943634,94357.875,90.31584167,0.637551308,-2.483578682,-2.1581707,289.9577637,1602030.5,1268624.5,2053121,0.001294613,617.941833496094
"20120419 02:00",0.49914979757085,0.101166904,0.069576263,94271.4375,87.78103638,0.515426874,-2.114215851,-2.408024788,290.472168,1886681.5,1249898,2345739.5,0.002727985,685.875549316406
"20120419 03:00",0.459655870445344,0.08893007,0.073638916,94208,87.7640686,0.777492642,-1.817447662,-2.163113594,290.7946777,1807796.5,1250832,2255613.5,0.004515171,689.888305664062
"20120419 04:00",0.521396761133603,0.071540833,0.085823715,94176.9375,86.2771759,0.531017184,-1.698428154,-1.462181091,290.6887207,1354789,1270769.5,1794703,0.006988991,629.797790527344
"20120419 05:00",0.197793522267206,0.063497782,0.10380131,94150.8125,84.45095825,0.562153637,-1.626095772,-0.935011864,290.5593262,1085071.5,1256736.5,1444364,0.009759247,510.866302490234
"20120419 06:00",0.0845951417004049,0.059268761,0.108558416,94147.4375,83.76914978,0.626798511,-1.432840347,-0.974825859,290.3835449,678132,1231954.5,934944.5,0.012857877,344.58984375
"20120419 07:00",0.0659716599190283,0.079503655,0.10816884,94197.8125,87.57389832,0.909908354,-0.888590813,-0.544238091,289.3430176,196291.5,1232123.5,319289.5,0.015496723,152.458084106445
"20120420 00:00",0.416578947368421,0.032028198,5.53e-05,94202.0625,71.2298584,0.56161499,2.412208557,-0.996828079,290.4975586,1738347.5,1250385,2082726.5,0.018427417,501.95458984375
"20120420 01:00",0.374048582995951,0.159156799,0.007736206,94110.3125,75.61216736,0.388864279,2.054187775,-1.56101799,291.1381836,1772718,1253746,2175422,0.000142217,626.43212890625
"20120420 02:00",0.334433198380567,0.161064148,0.015327454,94064.3125,73.79011536,0.536120594,2.368627548,-1.752641678,291.1162109,1554828,1271651,2013792,0.000309348,693.555358886719
"20120420 03:00",0.288805668016194,0.179053307,0.010267898,94025.9375,75.05361938,0.65043819,2.682304382,-1.930053711,291.0285645,1350467.5,1314199.5,1805439,0.000479221,697.057312011719
"20120420 04:00",0.305931174089069,0.127191842,0.00610733,94007.25,75.32151794,0.735485613,2.206692696,-1.767365456,290.8054199,1081511.5,1300419.5,1502130.5,0.000546455,636.231323242188
"20120420 05:00",0.182105263157895,0.108917952,0.004789352,93996.75,74.00682068,0.811839581,1.504612923,-1.77572155,290.8659668,771450,1284746,1120515,0.000557899,516.385498046875
